id_contrato,data_contratacao,nome_produto,valor_emprestimo,quantidade_parcelas,prazo_dias,taxa_juros_anual,valor_parcela,score_cliente,idade_cliente,renda_mensal,parcela_sobre_renda
455,2024-06-06 22:59:32.226633,Financiamento Imóvel,97453.55,300,9000,15.51,1286.9,651,20,4576.11,28.12
456,2026-06-04 22:59:32.226633,Empréstimo Pessoal,7084.76,24,720,13.92,339.89,850,53,2725.2,12.47
457,2025-09-29 22:59:32.226633,Empréstimo Pessoal,12263.41,12,360,28.22,1184.81,483,35,8313.29,14.25
458,2024-06-09 22:59:32.226633,Empréstimo Consignado,5836.03,24,720,9.492987975256476,267.94,756,50,7770.59,3.45
459,2025-04-05 22:59:32.226633,Empréstimo Pessoal,8579.07,84,2520,23.43,208.61,633,42,9705.42,2.15
460,2024-10-21 22:59:32.226633,Empréstimo Pessoal,5124.04,60,1800,13.98,119.17,727,23,4869.21,2.45
461,2026-01-24 22:59:32.226633,Financiamento Imóvel,32055.44,240,7200,9.63,301.53,694,44,3229.64,9.34
462,2026-01-04 22:59:32.226633,Empréstimo Consignado,13741.98,36,1080,11.570090323842098,453.61,577,68,1650.53,27.48
463,2024-06-23 22:59:32.226633,Empréstimo Pessoal,7632.87,12,360,13.59,683.86,673,48,8721.63,7.84
464,2025-11-12 22:59:32.226633,Empréstimo Pessoal,15854.11,36,1080,23.33,616.44,464,41,6612.54,9.32
465,2026-06-05 22:59:32.226633,Crédito Rotativo,12211.55,36,1080,13.16,412.4,710,55,2499.77,16.5
466,2025-09-12 22:59:32.226633,Financiamento Veículo,11195.02,60,1800,21.96,308.94,680,45,3371.11,9.16
467,2025-06-21 22:59:32.226633,Empréstimo Consignado,21836.4,12,360,12.771499936363389,1948.03,714,45,3544.91,54.95
468,2025-01-25 22:59:32.226633,Empréstimo Pessoal,24489.66,36,1080,12.82,823.03,756,29,1740.47,47.29
469,2025-10-06 22:59:32.226633,Empréstimo Pessoal,8739.42,24,720,8.0,395.26,687,45,2772.83,14.25
470,2024-08-22 22:59:32.226633,Empréstimo Pessoal,8428.26,24,720,16.52,414.77,665,54,2222.35,18.66
471,2024-11-28 22:59:32.226633,Empréstimo Pessoal,10720.99,48,1440,21.19,333.08,562,32,3682.2,9.05
472,2025-12-09 22:59:32.226633,Empréstimo Consignado,2118.5,36,1080,13.405319996998612,71.79,579,59,2930.45,2.45
473,2024-12-20 22:59:32.226633,Empréstimo Pessoal,3975.27,36,1080,8.0,124.57,769,41,1573.56,7.92
474,2026-08-26 22:59:32.226633,Empréstimo com Garantia,39874.78,36,1080,13.11,1345.65,794,31,20248.04,6.65
475,2024-09-10 22:59:32.226633,Empréstimo Consignado,49810.16,36,1080,12.481753514400815,1665.89,626,54,11810.9,14.1
476,2024-07-10 22:59:32.226633,Financiamento Imóvel,96237.52,120,3600,16.92,1667.71,655,39,2848.89,58.54
477,2025-11-02 22:59:32.226633,Financiamento Imóvel,54746.6,300,9000,22.98,1051.95,560,51,5947.31,17.69
478,2025-03-11 22:59:32.226633,Empréstimo com Garantia,17137.09,72,2160,8.0,300.47,767,38,6582.87,4.56
479,2026-05-31 22:59:32.226633,Empréstimo Consignado,156859.32,48,1440,10.668613070212906,4028.91,717,41,11313.59,35.61
480,2025-02-19 22:59:32.226633,Empréstimo Consignado,32717.32,24,720,12.738032875650335,1551.42,844,48,2771.04,55.99
481,2025-05-17 22:59:32.226633,Empréstimo Consignado,12060.2,48,1440,12.248571389701702,319.07,562,45,10556.26,3.02
482,2025-09-03 22:59:32.226633,Crédito Rotativo,6220.26,36,1080,17.36,222.89,612,18,3349.16,6.66
483,2026-02-01 22:59:32.226633,Empréstimo com Garantia,3695.4,24,720,12.02,173.99,673,29,1929.27,9.02
484,2026-08-09 22:59:32.226633,Financiamento Veículo,15721.29,60,1800,13.29,360.05,715,53,8159.15,4.41
485,2024-08-27 22:59:32.226633,Financiamento Imóvel,62601.87,180,5400,17.18,971.44,628,40,12131.14,8.01
486,2026-01-03 22:59:32.226633,Empréstimo Consignado,4282.09,72,2160,13.872112335872032,87.94,563,36,30077.61,0.29
487,2026-06-17 22:59:32.226633,Empréstimo com Garantia,7964.44,36,1080,9.86,256.47,738,26,2122.17,12.09
488,2024-04-04 22:59:32.226633,Empréstimo Pessoal,5623.79,48,1440,13.73,152.92,722,29,8016.39,1.91
489,2024-02-11 22:59:32.226633,Empréstimo Pessoal,51519.38,48,1440,11.4,1341.58,558,18,3689.1,36.37
490,2024-05-02 22:59:32.226633,Empréstimo Consignado,27046.47,60,1800,13.553873405863033,623.09,786,41,8504.5,7.33
491,2025-03-05 22:59:32.226633,Empréstimo Pessoal,13274.79,48,1440,16.06,376.62,767,35,1755.76,21.45
492,2025-10-17 22:59:32.226633,Financiamento Veículo,43649.86,48,1440,9.0,1086.23,663,30,2030.55,53.49
493,2024-10-13 22:59:32.226633,Empréstimo Pessoal,14212.75,12,360,18.17,1304.17,658,41,2855.17,45.68
494,2026-06-13 22:59:32.226633,Empréstimo com Garantia,6707.44,36,1080,16.21,236.51,705,46,5194.08,4.55
495,2024-11-26 22:59:32.226633,Crédito Rotativo,45184.04,24,720,9.72,2079.18,564,67,3137.69,66.26
496,2024-10-17 22:59:32.226633,Crédito Rotativo,20560.52,48,1440,11.55,536.91,653,24,7795.78,6.89
497,2025-02-01 22:59:32.226633,Empréstimo Consignado,5826.68,36,1080,12.060952827841257,193.7,435,56,10085.22,1.92
498,2026-04-05 22:59:32.226633,Financiamento Veículo,11472.74,48,1440,8.33,281.86,738,54,7477.88,3.77
499,2025-09-21 22:59:32.226633,Empréstimo com Garantia,6630.96,12,360,15.8,601.01,494,33,15262.46,3.94
500,2025-03-13 22:59:32.226633,Empréstimo Consignado,4419.4,12,360,10.205493987677487,388.96,800,44,6575.32,5.92
501,2025-02-21 22:59:32.226633,Empréstimo Pessoal,28027.52,48,1440,19.58,846.63,617,37,2096.81,40.38
502,2025-12-07 22:59:32.226633,Empréstimo com Garantia,61545.58,12,360,14.16,5530.63,629,44,12763.74,43.33
503,2026-01-27 22:59:32.226633,Financiamento Veículo,4364.01,12,360,13.27,390.33,587,60,3217.6,12.13
504,2026-07-04 22:59:32.226633,Crédito Rotativo,20960.09,12,360,22.69,1968.71,621,49,9295.57,21.18
505,2026-01-14 22:59:32.226633,Financiamento Veículo,7938.55,72,2160,20.85,194.08,792,48,14788.63,1.31
506,2024-08-21 22:59:32.226633,Empréstimo com Garantia,9048.01,48,1440,24.87,299.35,401,37,6766.11,4.42
507,2024-10-29 22:59:32.226633,Empréstimo Pessoal,8317.23,36,1080,12.87,279.72,778,24,1724.49,16.22
508,2024-04-05 22:59:32.226633,Empréstimo Pessoal,6692.93,24,720,10.28,309.71,684,39,2584.41,11.98
509,2026-07-12 22:59:32.226633,Empréstimo Consignado,13888.51,24,720,10.694099688335838,645.34,529,56,12405.82,5.2
510,2026-06-28 22:59:32.226633,Crédito Rotativo,6872.2,48,1440,19.77,208.28,542,24,4366.05,4.77
511,2024-11-08 22:59:32.226633,Financiamento Veículo,16586.85,48,1440,13.73,451.02,818,29,5196.3,8.68
512,2024-02-21 22:59:32.226633,Empréstimo Consignado,12833.44,24,720,10.900421280723933,597.55,555,44,8359.69,7.15
513,2026-05-01 22:59:32.226633,Empréstimo com Garantia,11035.16,24,720,20.55,564.61,535,30,8001.83,7.06
514,2025-01-22 22:59:32.226633,Empréstimo Consignado,6463.65,12,360,11.369467332167488,572.38,764,32,5973.93,9.58
515,2025-05-15 22:59:32.226633,Empréstimo Consignado,8421.83,48,1440,12.536100855179507,224.0,684,37,4246.85,5.27
516,2024-06-02 22:59:32.226633,Empréstimo Pessoal,24448.23,48,1440,11.89,642.5,556,26,3948.66,16.27
517,2024-03-26 22:59:32.226633,Empréstimo Pessoal,19945.0,24,720,12.64,944.85,672,30,8960.03,10.55
518,2025-11-11 22:59:32.226633,Empréstimo Pessoal,6111.67,12,360,18.31,561.22,547,50,7240.88,7.75
519,2024-04-16 22:59:32.226633,Empréstimo Pessoal,14464.69,12,360,22.78,1359.25,760,26,4104.71,33.11
520,2024-05-28 22:59:32.226633,Empréstimo Pessoal,24370.04,72,2160,27.88,700.17,756,23,10482.67,6.68
521,2025-03-14 22:59:32.226633,Empréstimo Pessoal,3513.88,24,720,16.97,173.68,703,34,4490.31,3.87
522,2025-10-12 22:59:32.226633,Crédito Rotativo,20633.85,48,1440,13.36,557.25,686,51,2707.65,20.58
523,2024-08-25 22:59:32.226633,Empréstimo Consignado,7862.82,48,1440,13.430348780256116,212.62,826,40,2889.16,7.36
524,2025-08-03 22:59:32.226633,Financiamento Imóvel,109616.94,300,9000,19.44,1790.22,650,36,2477.19,72.27
525,2025-07-12 22:59:32.226633,Empréstimo Pessoal,7254.61,24,720,15.76,354.38,532,43,4061.52,8.73
526,2025-06-27 22:59:32.226633,Empréstimo Consignado,3152.95,12,360,11.897762613969245,279.99,695,21,11656.36,2.4
527,2025-01-15 22:59:32.226633,Empréstimo Consignado,3633.55,48,1440,12.032249575800945,95.74,850,48,2797.37,3.42
528,2024-09-20 22:59:32.226633,Empréstimo Pessoal,13883.66,48,1440,19.51,418.87,549,47,5607.91,7.47
529,2024-04-20 22:59:32.226633,Financiamento Veículo,16445.02,48,1440,19.05,492.14,614,37,3103.6,15.86
530,2024-12-04 22:59:32.226633,Empréstimo Pessoal,6480.46,36,1080,16.27,228.7,692,54,4096.07,5.58
531,2025-03-06 22:59:32.226633,Financiamento Imóvel,85081.32,120,3600,19.29,1604.39,645,28,1707.82,93.94
532,2023-12-23 22:59:32.226633,Financiamento Veículo,3536.12,72,2160,13.87,72.62,552,56,4211.71,1.72
533,2024-04-14 22:59:32.226633,Empréstimo com Garantia,12671.82,48,1440,9.97,321.21,762,44,4291.56,7.48
534,2025-11-09 22:59:32.226633,Empréstimo com Garantia,5070.46,24,720,8.0,229.32,850,38,7173.88,3.2
535,2026-02-28 22:59:32.226633,Crédito Rotativo,7930.97,84,2520,16.8,161.16,670,42,5746.21,2.8
536,2026-02-20 22:59:32.226633,Empréstimo Consignado,13876.04,48,1440,12.286612610000008,367.37,560,41,2124.15,17.29
537,2024-08-01 22:59:32.226633,Crédito Rotativo,6712.11,36,1080,20.39,250.78,495,57,10497.99,2.39
538,2024-12-22 22:59:32.226633,Empréstimo Pessoal,9821.76,48,1440,22.85,314.0,676,29,5694.25,5.51
539,2024-12-10 22:59:32.226633,Empréstimo Pessoal,29882.68,60,1800,12.77,676.41,760,33,5646.98,11.98
540,2024-12-29 22:59:32.226633,Empréstimo com Garantia,8421.02,48,1440,17.38,244.65,698,54,4883.28,5.01
541,2024-12-05 22:59:32.226633,Empréstimo com Garantia,26070.34,12,360,9.54,2286.42,650,35,3420.59,66.84
542,2024-08-29 22:59:32.226633,Financiamento Veículo,5411.25,24,720,14.24,260.42,591,53,5724.22,4.55
543,2024-05-17 22:59:32.226633,Empréstimo Pessoal,20411.29,72,2160,20.66,496.75,541,62,6856.22,7.25
544,2024-09-11 22:59:32.226633,Financiamento Veículo,42330.15,24,720,17.59,2104.92,733,37,1446.89,145.48
545,2025-02-22 22:59:32.226633,Empréstimo Pessoal,1849.53,36,1080,11.71,61.17,741,50,3370.67,1.81
546,2025-06-22 22:59:32.226633,Empréstimo Consignado,7062.0,36,1080,10.96818937373532,231.09,495,28,4111.47,5.62
547,2026-01-13 22:59:32.226633,Empréstimo Consignado,21197.91,36,1080,10.149215484714087,685.48,809,51,5880.04,11.66
548,2025-02-17 22:59:32.226633,Empréstimo Consignado,11356.71,48,1440,8.48912420537858,279.87,707,44,11331.23,2.47
549,2025-02-03 22:59:32.226633,Empréstimo Pessoal,17978.23,72,2160,16.65,396.44,790,48,2863.45,13.84
550,2026-06-30 22:59:32.226633,Empréstimo com Garantia,8240.46,24,720,20.56,421.66,516,34,3468.32,12.16
551,2024-07-14 22:59:32.226633,Financiamento Veículo,14317.99,12,360,20.24,1327.99,513,22,3433.12,38.68
552,2024-10-03 22:59:32.226633,Empréstimo Consignado,11795.32,24,720,10.609701283846256,547.62,635,48,2804.36,19.53
553,2026-03-21 22:59:32.226633,Empréstimo com Garantia,34003.73,60,1800,14.04,791.91,700,18,3854.4,20.55
554,2025-12-08 22:59:32.226633,Financiamento Veículo,16375.42,48,1440,8.1,400.54,830,38,8430.08,4.75
555,2025-10-24 22:59:32.226633,Crédito Rotativo,17502.2,24,720,17.07,865.94,721,53,2350.34,36.84
556,2026-02-27 22:59:32.226633,Empréstimo com Garantia,9609.41,60,1800,17.58,241.83,626,44,6630.73,3.65
557,2026-01-02 22:59:32.226633,Empréstimo Consignado,9044.53,60,1800,12.946290906535573,205.54,547,65,1493.19,13.77
558,2026-02-12 22:59:32.226633,Financiamento Veículo,9451.73,60,1800,9.91,200.4,773,54,3317.82,6.04
559,2026-02-25 22:59:32.226633,Empréstimo com Garantia,18316.58,72,2160,9.92,338.59,554,34,3902.44,8.68
560,2024-02-09 22:59:32.226633,Empréstimo Pessoal,9539.65,24,720,17.23,472.72,813,42,15873.43,2.98
561,2026-03-13 22:59:32.226633,Empréstimo Consignado,16845.18,48,1440,10.594177123920865,432.06,622,41,4054.73,10.66
562,2025-08-12 22:59:32.226633,Financiamento Veículo,70285.49,36,1080,8.0,2202.49,809,23,1052.72,209.22
563,2026-09-09 22:59:32.226633,Empréstimo Pessoal,26819.91,60,1800,17.11,668.13,718,31,1212.91,55.08
564,2025-09-11 22:59:32.226633,Financiamento Imóvel,71362.39,240,7200,13.32,852.39,636,35,5033.25,16.94
565,2026-05-14 22:59:32.226633,Empréstimo Pessoal,34925.45,48,1440,21.34,1087.89,598,18,7552.54,14.4
566,2024-05-04 22:59:32.226633,Financiamento Veículo,9638.68,48,1440,18.77,287.03,616,43,6392.11,4.49
567,2025-07-17 22:59:32.226633,Empréstimo Consignado,2616.26,24,720,11.52438592514812,122.58,693,39,5526.44,2.22
568,2026-09-01 22:59:32.226633,Empréstimo com Garantia,5964.2,36,1080,8.01,186.92,658,22,11087.59,1.69
569,2025-12-25 22:59:32.226633,Financiamento Veículo,2991.01,84,2520,22.24,70.51,591,47,3368.71,2.09
570,2026-04-19 22:59:32.226633,Empréstimo Consignado,10084.85,72,2160,12.932862574824634,202.09,633,51,9195.2,2.2
571,2026-01-21 22:59:32.226633,Empréstimo com Garantia,13558.04,12,360,12.99,1210.9,658,45,1568.05,77.22
572,2025-03-31 22:59:32.226633,Empréstimo Pessoal,51080.08,24,720,19.98,2599.26,437,38,2608.52,99.65
573,2026-03-16 22:59:32.226633,Empréstimo Pessoal,17353.37,12,360,8.0,1509.54,696,49,1387.24,108.82
574,2026-03-28 22:59:32.226633,Empréstimo Pessoal,11211.77,48,1440,19.0,335.23,552,50,4054.6,8.27
575,2026-06-08 22:59:32.226633,Crédito Rotativo,25939.56,60,1800,12.15,578.98,535,46,4758.16,12.17
576,2026-05-03 22:59:32.226633,Empréstimo Pessoal,2278.09,24,720,11.62,106.83,481,32,5323.42,2.01
577,2024-09-07 22:59:32.226633,Empréstimo Pessoal,16130.89,36,1080,11.58,532.55,471,45,5132.35,10.38
578,2025-05-23 22:59:32.226633,Empréstimo Consignado,24752.76,60,1800,13.041378992845338,563.73,514,56,2567.56,21.96
579,2025-01-17 22:59:32.226633,Crédito Rotativo,4093.4,48,1440,13.27,110.37,579,35,4301.98,2.57
580,2024-03-08 22:59:32.226633,Crédito Rotativo,33356.34,36,1080,18.77,1218.84,845,67,1722.94,70.74
581,2024-08-20 22:59:32.226633,Empréstimo Pessoal,17514.72,36,1080,13.38,593.35,597,36,12762.42,4.65
582,2026-04-02 22:59:32.226633,Empréstimo Pessoal,9583.23,36,1080,8.0,300.3,668,42,3973.74,7.56
583,2024-04-02 22:59:32.226633,Financiamento Imóvel,22203.42,300,9000,8.62,180.59,690,34,3490.43,5.17
584,2025-08-26 22:59:32.226633,Empréstimo Consignado,82170.72,36,1080,9.840934295667921,2645.29,663,45,14946.89,17.7
585,2024-10-30 22:59:32.226633,Financiamento Veículo,15451.99,48,1440,14.38,425.2,642,21,2059.93,20.64
586,2026-03-22 22:59:32.226633,Financiamento Veículo,16294.4,60,1800,14.66,384.74,530,35,2235.21,17.21
587,2025-01-31 22:59:32.226633,Financiamento Veículo,9251.23,48,1440,12.9,247.73,795,29,2281.63,10.86
588,2024-01-13 22:59:32.226633,Empréstimo Pessoal,6769.11,48,1440,13.89,184.6,831,44,4686.73,3.94
589,2024-06-13 22:59:32.226633,Financiamento Veículo,25958.87,24,720,23.95,1371.83,482,54,6648.47,20.63
590,2024-04-08 22:59:32.226633,Financiamento Veículo,6735.4,36,1080,24.28,265.24,548,50,8248.39,3.22
591,2026-08-15 22:59:32.226633,Empréstimo com Garantia,14146.93,12,360,13.76,1268.62,622,18,29744.42,4.27
592,2024-02-18 22:59:32.226633,Empréstimo Consignado,9116.8,24,720,13.994118712907284,437.7,554,67,1017.8,43.0
593,2026-02-02 22:59:32.226633,Empréstimo Consignado,19598.02,48,1440,14.254700178710971,538.05,701,46,7525.97,7.15
594,2024-02-13 22:59:32.226633,Empréstimo Pessoal,17447.12,84,2520,17.76,364.25,577,33,3327.61,10.95
595,2024-01-29 22:59:32.226633,Empréstimo com Garantia,30639.09,12,360,8.0,2665.25,850,44,3260.09,81.75
596,2026-01-15 22:59:32.226633,Empréstimo com Garantia,8883.82,36,1080,8.0,278.39,769,44,3184.85,8.74
597,2024-02-24 22:59:32.226633,Empréstimo Consignado,10765.48,60,1800,9.740300285562881,227.36,671,34,2601.55,8.74
598,2026-05-27 22:59:32.226633,Empréstimo com Garantia,6105.77,24,720,12.7,289.42,753,44,15981.19,1.81
599,2025-04-07 22:59:32.226633,Empréstimo Consignado,9363.42,36,1080,10.352326260717692,303.68,761,35,8862.71,3.43
600,2025-07-03 22:59:32.226633,Crédito Rotativo,18066.96,48,1440,12.33,478.7,594,37,4995.22,9.58
601,2025-01-24 22:59:32.226633,Financiamento Imóvel,58527.33,240,7200,15.49,791.95,568,34,12653.78,6.26
602,2024-02-07 22:59:32.226633,Empréstimo Pessoal,6388.58,24,720,10.22,295.45,658,25,1704.85,17.33
603,2025-01-28 22:59:32.226633,Empréstimo Consignado,26787.34,36,1080,14.382181366292382,920.51,736,44,1936.25,47.54
604,2026-08-23 22:59:32.226633,Empréstimo Pessoal,39517.95,48,1440,19.9,1200.44,664,49,1070.01,112.19
605,2024-04-06 22:59:32.226633,Crédito Rotativo,18596.86,36,1080,11.16,610.25,492,48,3012.15,20.26
606,2024-12-02 22:59:32.226633,Crédito Rotativo,59960.22,12,360,11.95,5325.99,570,52,5503.77,96.77
607,2025-05-19 22:59:32.226633,Financiamento Imóvel,40443.54,180,5400,8.14,389.78,643,46,5281.69,7.38
608,2025-03-16 22:59:32.226633,Empréstimo Consignado,4935.83,12,360,11.706292957489397,437.86,642,36,5456.37,8.02
609,2024-09-12 22:59:32.226633,Financiamento Imóvel,85435.98,300,9000,10.64,815.23,847,52,1830.35,44.54
610,2025-01-06 22:59:32.226633,Empréstimo Pessoal,44215.71,24,720,10.78,2056.29,511,26,8623.17,23.85
611,2025-08-04 22:59:32.226633,Crédito Rotativo,22550.05,72,2160,9.37,410.63,701,31,5812.34,7.06
612,2025-07-09 22:59:32.226633,Empréstimo Pessoal,12778.67,36,1080,8.0,400.44,799,30,8210.24,4.88
613,2024-05-11 22:59:32.226633,Financiamento Veículo,16713.55,24,720,12.04,787.08,850,55,1306.45,60.25
614,2024-05-27 22:59:32.226633,Empréstimo com Garantia,5429.53,12,360,16.15,493.01,610,53,6112.21,8.07
615,2024-02-25 22:59:32.226633,Crédito Rotativo,94523.29,24,720,10.41,4379.68,699,48,2140.01,204.66
616,2026-02-23 22:59:32.226633,Financiamento Veículo,14814.73,60,1800,14.74,350.42,707,55,3721.47,9.42
617,2025-10-08 22:59:32.226633,Empréstimo Pessoal,14581.6,84,2520,11.87,256.39,670,31,7144.2,3.59
618,2025-12-15 22:59:32.226633,Empréstimo Pessoal,23875.62,36,1080,13.84,814.16,640,46,5238.37,15.54
619,2025-04-28 22:59:32.226633,Financiamento Veículo,19629.86,36,1080,22.49,754.66,694,40,2707.88,27.87
620,2025-10-13 22:59:32.226633,Empréstimo Consignado,15980.22,48,1440,8.0,390.12,397,52,4936.4,7.9
621,2024-01-04 22:59:32.226633,Empréstimo Pessoal,7098.37,60,1800,8.0,143.93,718,41,1682.31,8.56
622,2025-07-22 22:59:32.226633,Empréstimo com Garantia,19480.61,36,1080,18.89,713.0,663,37,10994.9,6.48
623,2025-11-26 22:59:32.226633,Empréstimo com Garantia,60211.56,36,1080,19.5,2222.37,628,48,4256.92,52.21
624,2026-04-07 22:59:32.226633,Empréstimo Pessoal,39196.24,36,1080,8.0,1228.27,850,53,10753.48,11.42
625,2024-12-21 22:59:32.226633,Empréstimo Consignado,47788.93,48,1440,9.200636990534628,1193.79,583,34,3399.65,35.12
626,2024-02-17 22:59:32.226633,Empréstimo Pessoal,8875.3,12,360,23.49,837.06,610,41,3406.69,24.57
627,2025-03-22 22:59:32.226633,Empréstimo Consignado,6053.04,48,1440,11.501260749655037,157.92,849,29,2878.63,5.49
628,2025-07-31 22:59:32.226633,Financiamento Veículo,12080.77,36,1080,12.07,401.66,567,18,9075.39,4.43
629,2025-12-24 22:59:32.226633,Financiamento Imóvel,98270.49,300,9000,21.19,1744.44,595,44,2991.11,58.32
630,2026-07-05 22:59:32.226633,Crédito Rotativo,32059.64,12,360,16.66,2918.82,635,49,7717.28,37.82
631,2025-12-01 22:59:32.226633,Empréstimo Pessoal,3449.65,36,1080,16.08,121.42,734,45,3760.41,3.23
632,2025-01-18 22:59:32.226633,Financiamento Imóvel,51481.84,180,5400,16.28,766.19,671,19,1232.53,62.16
633,2024-06-03 22:59:32.226633,Empréstimo com Garantia,11773.35,48,1440,19.53,355.33,521,38,3297.04,10.78
634,2026-02-15 22:59:32.226633,Empréstimo Pessoal,9494.76,12,360,9.43,832.23,597,18,2153.01,38.65
635,2024-11-01 22:59:32.226633,Financiamento Imóvel,42893.66,180,5400,21.46,800.0,589,58,5032.8,15.9
636,2024-04-28 22:59:32.226633,Financiamento Veículo,3555.02,36,1080,21.01,133.95,642,29,2136.05,6.27
637,2025-10-31 22:59:32.226633,Crédito Rotativo,25810.49,36,1080,12.99,869.53,693,57,9397.35,9.25
638,2025-07-16 22:59:32.226633,Crédito Rotativo,14166.77,48,1440,13.94,386.7,692,53,4611.22,8.39
639,2026-07-20 22:59:32.226633,Empréstimo Pessoal,4760.13,48,1440,11.56,124.33,472,31,4340.23,2.86
640,2026-04-27 22:59:32.226633,Empréstimo Pessoal,4740.69,60,1800,15.45,113.9,756,28,7778.54,1.46
641,2025-08-17 22:59:32.226633,Crédito Rotativo,10212.55,24,720,17.36,506.7,675,46,9650.21,5.25
642,2026-05-09 22:59:32.226633,Empréstimo Pessoal,50777.94,60,1800,11.93,1127.73,788,32,4846.11,23.27
643,2026-09-02 22:59:32.226633,Empréstimo Consignado,10854.41,36,1080,9.673914699430796,348.58,694,43,2864.53,12.17
644,2023-12-30 22:59:32.226633,Financiamento Veículo,4013.77,12,360,11.13,354.99,760,36,1419.73,25.0
645,2023-12-29 22:59:32.226633,Financiamento Veículo,10975.33,12,360,16.88,1000.38,697,21,3040.46,32.9
646,2025-07-26 22:59:32.226633,Empréstimo com Garantia,10740.97,24,720,8.0,485.78,785,18,3190.56,15.23
647,2026-02-10 22:59:32.226633,Financiamento Veículo,1544.55,48,1440,13.84,42.08,702,45,5297.23,0.79
648,2026-02-06 22:59:32.226633,Financiamento Veículo,12791.86,48,1440,14.33,351.68,640,35,3859.9,9.11
649,2026-01-22 22:59:32.226633,Crédito Rotativo,11106.13,48,1440,12.13,293.18,850,35,7954.98,3.69
650,2025-11-16 22:59:32.226633,Empréstimo Pessoal,23317.63,36,1080,11.37,767.48,739,50,3200.02,23.98
651,2025-02-02 22:59:32.226633,Empréstimo Consignado,58639.56,36,1080,11.173152458727117,1924.6,707,56,4722.39,40.75
652,2026-03-24 22:59:32.226633,Empréstimo Consignado,32900.79,12,360,12.064792427367157,2924.19,522,39,11257.52,25.98
653,2025-09-25 22:59:32.226633,Empréstimo Pessoal,10773.98,24,720,15.4,524.44,521,38,6243.38,8.4
654,2024-03-04 22:59:32.226633,Empréstimo Consignado,5512.53,36,1080,14.924509208069457,190.89,679,48,4712.5,4.05
655,2024-08-26 22:59:32.226633,Empréstimo Pessoal,104682.56,12,360,23.45,9870.9,665,26,3224.84,306.09
656,2026-05-18 22:59:32.226633,Empréstimo com Garantia,14007.87,24,720,23.13,734.54,589,45,3154.98,23.28
657,2025-04-23 22:59:32.226633,Financiamento Imóvel,130372.42,180,5400,8.26,1265.55,664,49,2709.64,46.71
658,2025-04-20 22:59:32.226633,Empréstimo Pessoal,13104.36,48,1440,15.27,366.5,809,50,3365.38,10.89
659,2026-06-07 22:59:32.226633,Crédito Rotativo,15653.78,84,2520,11.09,268.77,720,19,8341.23,3.22
660,2025-06-02 22:59:32.226633,Crédito Rotativo,11902.59,72,2160,18.6,275.52,536,33,4207.73,6.55
661,2024-11-03 22:59:32.226633,Empréstimo Pessoal,8442.81,48,1440,16.69,242.27,639,31,1910.57,12.68
662,2026-04-10 22:59:32.226633,Financiamento Imóvel,44286.1,120,3600,15.43,726.2,570,43,16944.84,4.29
663,2025-11-05 22:59:32.226633,Empréstimo com Garantia,13014.21,48,1440,11.86,341.82,611,48,6148.58,5.56
664,2024-05-16 22:59:32.226633,Empréstimo Consignado,8649.53,48,1440,11.419092167544422,225.32,609,60,1835.62,12.27
665,2025-04-27 22:59:32.226633,Financiamento Veículo,7553.18,12,360,11.38,668.9,602,36,3607.27,18.54
666,2024-05-03 22:59:32.226633,Empréstimo Consignado,14547.06,36,1080,14.145083599145519,498.21,524,36,5311.45,9.38
667,2026-07-30 22:59:32.226633,Crédito Rotativo,10894.55,60,1800,14.92,258.72,637,56,16207.26,1.6
668,2026-04-17 22:59:32.226633,Empréstimo Pessoal,44497.77,36,1080,12.54,1489.47,594,46,2262.72,65.83
669,2025-12-20 22:59:32.226633,Financiamento Veículo,1602.35,36,1080,24.27,63.09,357,57,9732.52,0.65
670,2025-01-30 22:59:32.226633,Empréstimo Consignado,31990.86,36,1080,14.85752032407354,1106.74,850,45,13090.48,8.45
671,2026-02-26 22:59:32.226633,Crédito Rotativo,36201.95,24,720,9.92,1669.2,759,28,3165.11,52.74
672,2025-08-28 22:59:32.226633,Empréstimo Pessoal,2543.48,36,1080,16.96,90.63,612,26,4047.04,2.24
673,2024-07-06 22:59:32.226633,Crédito Rotativo,10156.3,24,720,17.46,504.4,652,23,2379.35,21.2
674,2024-12-31 22:59:32.226633,Financiamento Veículo,9925.35,12,360,19.7,918.01,533,50,4262.36,21.54
675,2025-05-28 22:59:32.226633,Empréstimo com Garantia,4332.89,12,360,11.98,384.93,820,56,4790.49,8.04
676,2025-05-03 22:59:32.226633,Crédito Rotativo,7170.61,60,1800,14.91,170.25,840,64,7799.03,2.18
677,2025-03-10 22:59:32.226633,Empréstimo com Garantia,5494.7,24,720,17.09,271.91,666,52,10542.06,2.58
678,2025-09-23 22:59:32.226633,Financiamento Veículo,54274.86,36,1080,8.0,1700.78,752,56,2911.24,58.42
679,2026-05-07 22:59:32.226633,Empréstimo com Garantia,28241.36,24,720,18.99,1423.47,668,35,1240.01,114.8
680,2024-06-05 22:59:32.226633,Financiamento Veículo,36947.16,72,2160,22.12,930.97,516,28,4842.22,19.23
681,2025-12-06 22:59:32.226633,Financiamento Veículo,23797.54,24,720,12.0,1120.23,609,52,6035.88,18.56
682,2025-07-20 22:59:32.226633,Empréstimo Consignado,5414.08,36,1080,14.868619338704152,187.33,663,47,5852.31,3.2
